amount,time,is_fraud
63.15,5.68,0
206.56,15.07,0
105.1,19.92,0
5.14,9.98,0
33.96,6.2,0
251.74,20.81,0
215.13,16.06,0
5.49,10.75,0
50.2,11.71,0
52.55,4.9,0
222.88,15.04,0
3.98,8.61,0
21.99,23.9,0
321.8,11.52,0
39.34,11.66,0
211.54,13.58,0
54.41,22.0,0
20.95,19.22,0
55.72,10.83,0
256.22,17.25,0
387.17,14.07,0
354.65,11.82,0
101.23,4.62,0
220.58,11.13,0
45.88,5.9,0
69.39,21.96,0
453.32,8.05,0
2.62,22.85,0
17.88,12.79,0
46.61,15.16,0
5.38,13.03,0
40.04,3.11,0
174.95,9.02,0
109.44,2.38,0
446.37,14.95,0
340.14,10.72,0
83.65,18.67,0
60.07,5.29,0
95.51,3.95,0
178.46,9.75,0
62.41,22.24,0
195.71,17.05,0
105.33,10.05,0
160.61,12.41,0
114.59,2.02,0
69.76,23.63,0
593.05,15.99,0
288.45,6.85,0
30.19,14.06,0
405.7,2.63,1
133.66,23.18,0
449.91,4.19,1
321.74,15.55,0
110.75,5.89,0
4.55,17.22,0
62.58,18.64,0
156.02,16.16,0
200.74,14.75,0
59.65,21.42,0
30.01,1.89,0
360.28,7.94,0
832.12,5.96,1
149.18,23.71,0
37.67,9.35,0
63.58,17.58,0
3.71,16.43,0
491.38,5.09,1
25.06,5.74,0
171.85,6.75,0
64.06,9.87,0
161.57,5.62,0
210.78,0.47,0
354.09,21.11,0
46.24,23.17,0
2.21,8.2,0
29.44,8.12,0
460.55,0.17,1
414.12,16.33,0
181.97,19.81,0
183.52,3.52,0
218.75,3.83,0
38.56,18.96,0
491.64,14.79,0
108.52,1.08,0
96.62,14.94,0
146.34,7.41,0
9.62,8.85,0
36.37,18.47,0
267.91,19.46,0
17.29,9.61,0
184.84,22.73,0
56.3,9.76,0
98.63,18.52,0
68.13,11.61,0
87.91,21.54,0
253.91,21.79,0
70.51,2.1,0
167.13,22.48,0
129.27,19.81,0
217.93,18.99,0
552.38,4.82,1
263.78,19.32,0
48.4,20.4,0
6.34,6.94,0
60.83,22.85,0
180.81,1.2,0
10.56,3.6,0
137.18,12.9,0
181.69,13.82,0
81.37,15.48,0
294.73,0.41,0
22.54,23.05,0
15.62,1.07,0
260.53,3.43,0
136.83,0.34,0
233.21,13.6,0
114.12,22.37,0
56.58,15.98,0
341.96,19.74,0
321.3,0.32,0
237.29,13.01,0
63.53,11.03,0
178.43,11.98,0
89.56,1.73,0
19.21,16.43,0
498.54,12.08,0
29.43,18.36,0
600.1,11.65,0
118.12,3.59,0
40.95,15.56,0
156.13,4.14,0
412.63,20.94,0
263.52,14.71,0
328.56,3.77,0
215.05,23.1,0
235.71,12.44,0
378.35,1.75,0
57.45,15.04,0
134.44,6.08,0
50.0,19.29,0
879.11,19.63,0
576.69,23.49,0
8.05,12.04,0
244.55,10.92,0
518.72,18.08,0
39.83,3.18,0
167.84,13.13,0
494.17,13.11,0
6.91,2.15,0
239.08,10.03,0
70.58,20.48,0
516.45,20.55,0
708.49,2.38,1
577.43,2.18,1
128.57,6.3,0
396.16,20.99,0
372.29,3.09,0
76.87,17.28,0
353.12,2.43,0
7.54,14.96,0
181.4,8.55,0
52.28,18.93,0
25.7,5.61,0
16.02,15.34,0
238.34,5.66,0
83.07,17.13,0
258.03,20.97,0
13.52,3.04,0
75.75,20.8,0
155.08,14.25,0
312.82,3.05,0
76.77,10.26,0
196.64,3.86,0
434.27,16.81,0
191.35,18.21,0
53.04,2.54,0
4.94,12.15,0
408.2,19.55,0
4.3,22.47,0
415.41,12.32,0
150.55,22.81,0
559.6,12.86,0
320.67,9.46,0
1236.44,20.36,0
86.38,11.83,0
291.51,11.33,0
102.81,11.77,0
130.74,20.32,0
197.51,19.97,0
413.78,9.68,0
828.08,8.0,0
292.44,11.81,0
108.18,13.75,0
109.41,5.72,0
267.56,19.05,0
54.57,11.68,0
23.41,8.02,0
87.58,2.56,0
67.72,5.73,0
70.28,22.78,0
53.21,7.32,0
8.6,4.05,0
3.61,11.06,0
880.0,7.37,0
111.64,0.84,0
97.01,7.76,0
227.67,13.06,0
49.25,13.24,0
598.99,8.56,0
308.68,10.74,0
18.73,23.17,0
108.11,9.06,0
422.59,6.2,0
579.11,5.84,1
126.0,10.99,0
190.08,18.23,0
36.55,4.94,0
945.89,17.02,0
52.71,0.51,0
572.0,10.05,0
209.76,18.62,0
187.16,8.13,0
143.77,13.53,0
52.45,4.92,0
38.85,17.81,0
49.82,1.25,0
41.27,20.46,0
302.45,4.76,0
86.2,20.99,0
11.92,8.46,0
695.42,17.34,0
430.46,7.66,0
525.53,21.74,0
1056.01,3.04,1
38.21,4.28,0
100.92,11.83,0
283.96,1.97,0
238.16,4.7,0
33.42,22.65,0
338.38,23.44,0
50.83,9.03,0
50.67,22.16,0
153.99,13.08,0
179.76,6.47,0
173.54,16.86,0
19.19,15.81,0
419.86,23.74,0
61.74,6.36,0
27.74,16.13,0
439.19,1.25,1
623.14,2.73,1
396.29,0.09,0
331.64,23.99,0
212.98,19.25,0
160.08,18.88,0
18.2,12.23,0
105.0,7.2,0
93.26,3.63,0
60.15,6.83,0
257.05,9.02,0
136.99,18.15,0
16.9,12.95,0
49.74,1.86,0
229.93,0.43,0
15.84,2.46,0
381.04,9.85,0
136.7,22.4,0
131.01,15.3,0
179.5,19.24,0
348.23,11.19,0
85.48,8.68,0
226.65,2.6,0
166.82,21.02,0
62.13,18.8,0
421.78,4.03,1
319.33,12.29,0
214.85,11.7,0
380.2,15.0,0
403.92,22.71,0
246.45,13.91,0
362.82,12.97,0
239.12,1.21,0
227.97,1.51,0
192.79,4.5,0
279.44,0.78,0
34.54,17.84,0
425.51,17.36,0
410.9,3.27,1
5.94,20.07,0
349.53,3.71,0
27.59,7.23,0
81.63,5.98,0
272.13,8.94,0
35.05,6.11,0
340.71,11.73,0
356.92,9.78,0
141.64,23.68,0
1.28,1.34,0
67.67,3.41,0
191.91,1.27,0
794.63,15.02,0
199.83,1.31,0
60.17,20.07,0
201.03,12.29,0
155.3,12.65,0
302.69,13.48,0
22.63,4.1,0
286.28,4.74,0
155.86,7.65,0
659.32,14.24,0
83.67,5.04,0
200.27,2.79,0
537.73,23.28,0
21.63,0.53,0
553.65,19.26,0
232.88,18.91,0
14.05,7.13,0
71.61,3.26,0
246.32,3.5,0
13.95,16.74,0
174.54,15.43,0
84.89,18.79,0
194.0,22.5,0
9.36,16.61,0
410.42,3.74,1
726.04,5.84,1
693.97,20.21,0
276.98,5.02,0
27.87,1.74,0
283.98,16.88,0
4.98,9.66,0
4.47,22.08,0
78.2,15.61,0
134.14,2.17,0
294.29,22.75,0
229.96,6.21,0
118.08,8.09,0
63.94,9.65,0
1170.31,1.23,1
111.09,11.92,0
120.07,2.96,0
35.74,9.62,0
316.76,8.42,0
236.63,18.55,0
49.89,19.28,0
17.19,3.68,0
228.2,8.8,0
212.56,8.96,0
63.84,3.63,0
602.63,19.16,0
32.75,16.97,0
113.24,4.57,0
575.11,8.8,0
108.85,2.54,0
203.51,15.08,0
101.36,2.91,0
64.1,23.66,0
826.75,18.74,0
105.3,9.37,0
449.05,13.89,0
52.26,21.87,0
47.93,13.3,0
6.33,4.19,0
210.92,9.09,0
91.94,20.24,0
399.55,15.46,0
128.19,15.62,0
689.62,20.8,0
41.04,21.46,0
405.94,22.08,0
299.76,2.28,0
294.74,13.06,0
372.59,17.77,0
286.28,18.17,0
196.82,14.56,0
28.14,4.0,0
6.61,19.14,0
507.28,17.28,0
191.76,2.07,0
318.45,11.13,0
131.37,4.18,0
24.96,8.1,0
26.75,0.43,0
231.4,9.61,0
112.53,13.2,0
44.76,14.87,0
135.3,15.92,0
13.27,20.07,0
174.44,5.17,0
62.67,2.89,0
319.46,20.44,0
74.32,3.76,0
121.47,23.39,0
2.34,20.22,0
15.04,12.02,0
99.68,23.55,0
130.76,2.34,0
183.27,7.27,0
68.97,15.32,0
237.48,8.4,0
393.4,22.28,0
302.69,1.58,0
8.09,13.19,0
130.98,14.18,0
22.17,15.67,0
55.43,6.14,0
863.44,8.75,0
30.75,20.25,0
138.19,4.68,0
192.55,19.84,0
242.44,13.5,0
164.04,18.29,0
1.96,17.13,0
79.04,4.98,0
145.84,13.65,0
18.39,20.83,0
86.35,10.37,0
6.75,23.2,0
16.37,10.85,0
101.14,3.43,0
28.48,9.35,0
167.65,22.84,0
233.89,7.67,0
322.48,20.83,0
44.67,21.15,0
36.66,8.4,0
22.09,2.0,0
202.36,17.39,0
245.16,7.48,0
6.42,18.79,0
550.44,10.62,0
10.67,11.65,0
155.87,18.67,0
246.93,9.18,0
409.54,10.64,0
250.41,9.03,0
323.62,8.82,0
82.94,12.62,0
337.29,19.41,0
16.7,8.68,0
450.41,12.58,0
158.63,16.1,0
339.98,6.47,0
120.41,6.66,0
206.33,22.4,0
149.48,17.36,0
263.05,13.85,0
17.03,15.55,0
12.45,0.7,0
56.77,14.83,0
34.76,12.23,0
410.81,13.1,0
49.49,8.63,0
744.82,1.96,1
82.16,4.64,0
40.21,22.82,0
311.84,9.81,0
215.0,11.2,0
137.91,1.27,0
162.1,0.9,0
254.02,17.21,0
51.87,12.91,0
1121.73,12.21,0
736.13,5.83,1
210.15,17.87,0
44.51,4.04,0
228.03,4.56,0
14.99,11.06,0
6.23,6.87,0
59.6,5.94,0
124.21,15.49,0
405.4,15.62,0
259.78,19.79,0
271.51,10.03,0
110.85,1.75,0
84.91,6.57,0
92.74,23.52,0
878.81,14.31,0
8.19,17.03,0
403.53,0.18,1
172.87,12.44,0
115.47,0.9,0
258.38,13.66,0
133.37,22.1,0
413.38,23.24,0
461.93,12.97,0
109.54,11.0,0
64.82,22.68,0
179.47,16.17,0
486.91,1.56,1
47.31,11.18,0
195.08,5.77,0
199.7,11.28,0
264.19,10.93,0
28.21,13.97,0
251.63,8.56,0
479.45,3.94,1
39.61,12.09,0
54.24,19.92,0
710.84,15.94,0
39.93,8.12,0
385.36,22.45,0
135.56,21.89,0
56.8,5.02,0
409.2,0.95,1
117.87,17.79,0
144.65,19.86,0
89.02,23.23,0
179.76,21.36,0
35.71,14.41,0
99.21,12.72,0
697.43,0.67,1
59.72,5.92,0
213.85,11.03,0
78.66,15.08,0
296.98,13.37,0
28.05,17.82,0
700.12,6.71,0
120.95,13.56,0
53.85,2.12,0
15.27,9.93,0
37.21,18.0,0
146.7,16.64,0
82.2,23.78,0
353.08,6.67,0
112.74,11.96,0
